Kachelname;Aktualitaet;Bildflugnummer;Koordinatenursprung_East;Koordinatenursprung_North
dop10rgbi_32_417_5785_1_nw;2019-06-27;nn;417000;5785000
dop10rgbi_32_417_5789_1_nw;2019-06-27;nn;417000;5789000
dop10rgbi_32_418_5786_1_nw;2019-06-27;nn;418000;5786000
dop10rgbi_32_418_5788_1_nw;2019-06-27;nn;418000;5788000
dop10rgbi_32_418_5789_1_nw;2019-06-27;nn;418000;5789000
dop10rgbi_32_419_5787_1_nw;2019-06-27;nn;419000;5787000
dop10rgbi_32_419_5788_1_nw;2019-06-27;nn;419000;5788000
dop10rgbi_32_419_5789_1_nw;2019-06-27;nn;419000;5789000
dop10rgbi_32_420_5787_1_nw;2019-06-27;nn;420000;5787000
dop10rgbi_32_420_5788_1_nw;2019-06-27;nn;420000;5788000
dop10rgbi_32_420_5789_1_nw;2019-06-27;nn;420000;5789000
dop10rgbi_32_421_5787_1_nw;2019-06-27;nn;421000;5787000
dop10rgbi_32_421_5788_1_nw;2019-06-27;nn;421000;5788000
dop10rgbi_32_421_5789_1_nw;2019-06-27;nn;421000;5789000
dop10rgbi_32_422_5786_1_nw;2019-06-27;nn;422000;5786000
dop10rgbi_32_422_5787_1_nw;2019-06-27;nn;422000;5787000
dop10rgbi_32_422_5788_1_nw;2019-06-27;nn;422000;5788000
dop10rgbi_32_422_5789_1_nw;2019-06-27;nn;422000;5789000
dop10rgbi_32_423_5786_1_nw;2019-06-27;nn;423000;5786000
dop10rgbi_32_423_5787_1_nw;2019-06-27;nn;423000;5787000
dop10rgbi_32_423_5788_1_nw;2019-06-27;nn;423000;5788000
dop10rgbi_32_423_5789_1_nw;2019-06-27;nn;423000;5789000
dop10rgbi_32_424_5778_1_nw;2019-08-23;nn;424000;5778000
dop10rgbi_32_424_5779_1_nw;2019-08-23;nn;424000;5779000
dop10rgbi_32_425_5778_1_nw;2019-08-23;nn;425000;5778000
dop10rgbi_32_425_5779_1_nw;2019-08-23;nn;425000;5779000
dop10rgbi_32_426_5778_1_nw;2019-08-23;nn;426000;5778000
dop10rgbi_32_426_5781_1_nw;2019-06-27;nn;426000;5781000
dop10rgbi_32_427_5778_1_nw;2019-08-23;nn;427000;5778000
dop10rgbi_32_427_5779_1_nw;2019-08-23;nn;427000;5779000
dop10rgbi_32_427_5780_1_nw;2019-06-27;nn;427000;5780000
dop10rgbi_32_428_5778_1_nw;2019-08-23;nn;428000;5778000
dop10rgbi_32_428_5779_1_nw;2019-08-23;nn;428000;5779000
dop10rgbi_32_428_5780_1_nw;2019-06-27;nn;428000;5780000
dop10rgbi_32_428_5781_1_nw;2019-06-27;nn;428000;5781000
dop10rgbi_32_429_5779_1_nw;2019-08-23;nn;429000;5779000
dop10rgbi_32_430_5781_1_nw;2019-06-27;nn;430000;5781000
dop10rgbi_32_431_5778_1_nw;2019-08-23;nn;431000;5778000
dop10rgbi_32_431_5779_1_nw;2019-08-23;nn;431000;5779000
dop10rgbi_32_431_5780_1_nw;2019-06-27;nn;431000;5780000
dop10rgbi_32_432_5780_1_nw;2019-06-27;nn;432000;5780000
dop10rgbi_32_433_5779_1_nw;2019-08-23;nn;433000;5779000
dop10rgbi_32_433_5781_1_nw;2019-06-27;nn;433000;5781000
dop10rgbi_32_424_5786_1_nw;2019-06-27;nn;424000;5786000
dop10rgbi_32_424_5787_1_nw;2019-06-27;nn;424000;5787000
dop10rgbi_32_424_5788_1_nw;2019-06-27;nn;424000;5788000
dop10rgbi_32_424_5789_1_nw;2019-06-27;nn;424000;5789000
dop10rgbi_32_425_5786_1_nw;2019-06-27;nn;425000;5786000
dop10rgbi_32_425_5787_1_nw;2019-06-27;nn;425000;5787000
dop10rgbi_32_425_5788_1_nw;2019-06-27;nn;425000;5788000
dop10rgbi_32_425_5789_1_nw;2019-06-27;nn;425000;5789000
dop10rgbi_32_426_5788_1_nw;2019-06-27;nn;426000;5788000
dop10rgbi_32_426_5789_1_nw;2019-06-27;nn;426000;5789000
dop10rgbi_32_427_5787_1_nw;2019-06-27;nn;427000;5787000
dop10rgbi_32_392_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;392000;5764000
dop10rgbi_32_392_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;392000;5765000
dop10rgbi_32_392_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;392000;5766000
dop10rgbi_32_392_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;392000;5767000
dop10rgbi_32_393_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;393000;5764000
dop10rgbi_32_393_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;393000;5765000
dop10rgbi_32_393_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;393000;5766000
dop10rgbi_32_393_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;393000;5767000
dop10rgbi_32_394_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;394000;5764000
dop10rgbi_32_394_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;394000;5765000
dop10rgbi_32_394_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;394000;5766000
dop10rgbi_32_394_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;394000;5767000
dop10rgbi_32_395_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;395000;5764000
dop10rgbi_32_395_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;395000;5765000
dop10rgbi_32_395_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;395000;5766000
dop10rgbi_32_395_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;395000;5767000
dop10rgbi_32_396_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;396000;5764000
dop10rgbi_32_396_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;396000;5765000
dop10rgbi_32_396_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;396000;5766000
dop10rgbi_32_396_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;396000;5767000
dop10rgbi_32_397_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;397000;5764000
dop10rgbi_32_397_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;397000;5765000
dop10rgbi_32_397_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;397000;5766000
dop10rgbi_32_397_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;397000;5767000
dop10rgbi_32_398_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;398000;5764000
dop10rgbi_32_398_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;398000;5765000
dop10rgbi_32_398_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;398000;5766000
dop10rgbi_32_398_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;398000;5767000
dop10rgbi_32_399_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;399000;5764000
dop10rgbi_32_399_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;399000;5765000
dop10rgbi_32_399_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;399000;5766000
dop10rgbi_32_399_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;399000;5767000
dop10rgbi_32_400_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;400000;5764000
dop10rgbi_32_400_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;400000;5765000
dop10rgbi_32_400_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;400000;5766000
dop10rgbi_32_400_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;400000;5767000
dop10rgbi_32_401_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;401000;5764000
dop10rgbi_32_401_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;401000;5765000
dop10rgbi_32_401_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;401000;5766000
dop10rgbi_32_401_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;401000;5767000
dop10rgbi_32_402_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;402000;5764000
dop10rgbi_32_402_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;402000;5765000
dop10rgbi_32_402_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;402000;5766000
dop10rgbi_32_402_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;402000;5767000
dop10rgbi_32_403_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;403000;5764000
dop10rgbi_32_403_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;403000;5765000
dop10rgbi_32_403_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;403000;5766000
dop10rgbi_32_403_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;403000;5767000
dop10rgbi_32_404_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;404000;5764000
dop10rgbi_32_404_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;404000;5765000
dop10rgbi_32_404_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;404000;5766000
dop10rgbi_32_404_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;404000;5767000
dop10rgbi_32_405_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;405000;5764000
dop10rgbi_32_405_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;405000;5765000
dop10rgbi_32_405_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;405000;5766000
dop10rgbi_32_405_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;405000;5767000
dop10rgbi_32_406_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;406000;5764000
dop10rgbi_32_406_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;406000;5765000
dop10rgbi_32_406_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;406000;5766000
dop10rgbi_32_406_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;406000;5767000
dop10rgbi_32_407_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;407000;5764000
dop10rgbi_32_407_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;407000;5765000
dop10rgbi_32_407_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;407000;5766000
dop10rgbi_32_407_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;407000;5767000
dop10rgbi_32_408_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;408000;5764000
dop10rgbi_32_408_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;408000;5765000
dop10rgbi_32_408_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;408000;5766000
dop10rgbi_32_408_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;408000;5767000
dop10rgbi_32_409_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;409000;5764000
dop10rgbi_32_409_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;409000;5765000
dop10rgbi_32_409_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;409000;5766000
dop10rgbi_32_409_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;409000;5767000
dop10rgbi_32_410_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;410000;5764000
dop10rgbi_32_410_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;410000;5765000
dop10rgbi_32_410_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;410000;5766000
dop10rgbi_32_410_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;410000;5767000
dop10rgbi_32_411_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;411000;5764000
dop10rgbi_32_411_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;411000;5765000
dop10rgbi_32_411_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;411000;5766000
dop10rgbi_32_411_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;411000;5767000
dop10rgbi_32_412_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;412000;5764000
dop10rgbi_32_412_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;412000;5765000
dop10rgbi_32_412_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;412000;5766000
dop10rgbi_32_412_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;412000;5767000
dop10rgbi_32_413_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;413000;5764000
dop10rgbi_32_413_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;413000;5765000
dop10rgbi_32_413_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;413000;5766000
dop10rgbi_32_413_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;413000;5767000
dop10rgbi_32_414_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;414000;5764000
dop10rgbi_32_414_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;414000;5765000
dop10rgbi_32_414_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;414000;5766000
dop10rgbi_32_414_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;414000;5767000
dop10rgbi_32_415_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;415000;5764000
dop10rgbi_32_415_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;415000;5765000
dop10rgbi_32_415_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;415000;5766000
dop10rgbi_32_415_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;415000;5767000
dop10rgbi_32_416_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;416000;5764000
dop10rgbi_32_416_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;416000;5765000
dop10rgbi_32_416_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;416000;5766000
dop10rgbi_32_416_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;416000;5767000
dop10rgbi_32_417_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;417000;5764000
dop10rgbi_32_417_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;417000;5765000
dop10rgbi_32_417_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;417000;5766000
dop10rgbi_32_417_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;417000;5767000
dop10rgbi_32_418_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;418000;5764000
dop10rgbi_32_418_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;418000;5765000
dop10rgbi_32_418_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;418000;5766000
dop10rgbi_32_418_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;418000;5767000
dop10rgbi_32_419_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;419000;5764000
dop10rgbi_32_419_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;419000;5765000
dop10rgbi_32_419_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;419000;5766000
dop10rgbi_32_419_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;419000;5767000
dop10rgbi_32_420_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;420000;5764000
dop10rgbi_32_420_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;420000;5765000
dop10rgbi_32_420_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;420000;5766000
dop10rgbi_32_420_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;420000;5767000
dop10rgbi_32_421_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;421000;5764000
dop10rgbi_32_421_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;421000;5765000
dop10rgbi_32_421_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;421000;5766000
dop10rgbi_32_421_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;421000;5767000
dop10rgbi_32_422_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;422000;5764000
dop10rgbi_32_422_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;422000;5765000
dop10rgbi_32_422_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;422000;5766000
dop10rgbi_32_422_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;422000;5767000
dop10rgbi_32_423_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;423000;5764000
dop10rgbi_32_423_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;423000;5765000
dop10rgbi_32_423_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;423000;5766000
dop10rgbi_32_423_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;423000;5767000
dop10rgbi_32_424_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;424000;5764000
dop10rgbi_32_424_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;424000;5765000
dop10rgbi_32_424_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;424000;5766000
dop10rgbi_32_424_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;424000;5767000
dop10rgbi_32_425_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;425000;5764000
dop10rgbi_32_425_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;425000;5765000
dop10rgbi_32_425_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;425000;5766000
dop10rgbi_32_425_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;425000;5767000
dop10rgbi_32_426_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;426000;5764000
dop10rgbi_32_426_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;426000;5765000
dop10rgbi_32_426_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;426000;5766000
dop10rgbi_32_426_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;426000;5767000
dop10rgbi_32_427_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;427000;5764000
dop10rgbi_32_427_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;427000;5765000
dop10rgbi_32_427_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;427000;5766000
dop10rgbi_32_427_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;427000;5767000
dop10rgbi_32_428_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;428000;5764000
dop10rgbi_32_428_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;428000;5765000
dop10rgbi_32_428_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;428000;5766000
dop10rgbi_32_428_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;428000;5767000
dop10rgbi_32_429_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;429000;5764000
dop10rgbi_32_429_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;429000;5765000
dop10rgbi_32_429_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;429000;5766000
dop10rgbi_32_429_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;429000;5767000
dop10rgbi_32_430_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;430000;5764000
dop10rgbi_32_430_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;430000;5765000
dop10rgbi_32_430_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;430000;5766000
dop10rgbi_32_430_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;430000;5767000
dop10rgbi_32_431_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;431000;5764000
dop10rgbi_32_431_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;431000;5765000
dop10rgbi_32_431_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;431000;5766000
dop10rgbi_32_431_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;431000;5767000
dop10rgbi_32_432_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;432000;5764000
dop10rgbi_32_432_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;432000;5765000
dop10rgbi_32_432_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;432000;5766000
dop10rgbi_32_432_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;432000;5767000
dop10rgbi_32_433_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;433000;5764000
dop10rgbi_32_433_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;433000;5765000
dop10rgbi_32_433_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;433000;5766000
dop10rgbi_32_433_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;433000;5767000
dop10rgbi_32_434_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;434000;5764000
dop10rgbi_32_434_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;434000;5765000
dop10rgbi_32_434_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;434000;5766000
dop10rgbi_32_434_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;434000;5767000
dop10rgbi_32_435_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;435000;5764000
dop10rgbi_32_435_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;435000;5765000
dop10rgbi_32_435_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;435000;5766000
dop10rgbi_32_435_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;435000;5767000
dop10rgbi_32_436_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;436000;5764000
dop10rgbi_32_436_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;436000;5765000
dop10rgbi_32_436_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;436000;5766000
dop10rgbi_32_436_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;436000;5767000
dop10rgbi_32_437_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;437000;5764000
dop10rgbi_32_437_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;437000;5765000
dop10rgbi_32_437_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;437000;5766000
dop10rgbi_32_437_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;437000;5767000
dop10rgbi_32_438_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;438000;5764000
dop10rgbi_32_438_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;438000;5765000
dop10rgbi_32_438_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;438000;5766000
dop10rgbi_32_438_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;438000;5767000
dop10rgbi_32_439_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;439000;5764000
dop10rgbi_32_439_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;439000;5765000
dop10rgbi_32_439_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;439000;5766000
dop10rgbi_32_439_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;439000;5767000
dop10rgbi_32_440_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;440000;5764000
dop10rgbi_32_440_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;440000;5765000
dop10rgbi_32_440_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;440000;5766000
dop10rgbi_32_440_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;440000;5767000
dop10rgbi_32_441_5764_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;441000;5764000
dop10rgbi_32_441_5765_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;441000;5765000
dop10rgbi_32_441_5766_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;441000;5766000
dop10rgbi_32_441_5767_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;441000;5767000
dop10rgbi_32_392_5768_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;392000;5768000
dop10rgbi_32_392_5769_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;392000;5769000
dop10rgbi_32_393_5768_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;393000;5768000
dop10rgbi_32_393_5769_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;393000;5769000
dop10rgbi_32_394_5768_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;394000;5768000
dop10rgbi_32_394_5769_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;394000;5769000
dop10rgbi_32_395_5768_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;395000;5768000
dop10rgbi_32_395_5769_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;395000;5769000
dop10rgbi_32_396_5768_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;396000;5768000
dop10rgbi_32_396_5769_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;396000;5769000
dop10rgbi_32_397_5768_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;397000;5768000
dop10rgbi_32_397_5769_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;397000;5769000
dop10rgbi_32_398_5768_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;398000;5768000
dop10rgbi_32_398_5769_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;398000;5769000
dop10rgbi_32_398_5783_1_nw;2019-06-27;1329/19 Greven Ibbenbüren;398000;5783000
dop10rgbi_32_399_5768_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;399000;5768000
dop10rgbi_32_399_5769_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;399000;5769000
dop10rgbi_32_400_5768_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;400000;5768000
dop10rgbi_32_400_5769_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;400000;5769000
dop10rgbi_32_400_5770_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;400000;5770000
dop10rgbi_32_400_5771_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;400000;5771000
dop10rgbi_32_400_5772_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;400000;5772000
dop10rgbi_32_400_5773_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;400000;5773000
dop10rgbi_32_400_5774_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;400000;5774000
dop10rgbi_32_400_5775_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;400000;5775000
dop10rgbi_32_400_5776_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;400000;5776000
dop10rgbi_32_400_5777_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;400000;5777000
dop10rgbi_32_400_5782_1_nw;2019-06-27;1329/19 Greven Ibbenbüren;400000;5782000
dop10rgbi_32_400_5783_1_nw;2019-06-27;1329/19 Greven Ibbenbüren;400000;5783000
dop10rgbi_32_401_5768_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;401000;5768000
dop10rgbi_32_401_5769_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;401000;5769000
dop10rgbi_32_401_5770_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;401000;5770000
dop10rgbi_32_401_5771_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;401000;5771000
dop10rgbi_32_401_5772_1_nw;2019-06-26;1329/19 Greven Ibbenbüren;401000;5772000
